id,lclas,mlsfc,id_poi,poi_nm,branch_nm,sub_nm,mcate_cd,mcate_nm,pnu,sido_nm,sgg_nm,bemd_nm,ri_nm,beonji,badm_cd,hadm_cd,rd_cd,rd_nm,bld_num,x,y,grid_cd,lst_updt_dt,data_orgn,FILE_NAME,base_ymd
KCDPCPO25N000000001,장소,공원,10000228,소사대공원,,,50705,지역근린공원,4119410100103340003,경기도,부천시소사구,소사본동,,334-3,4119410100,4119453000,411943012096.0,소사로,107,126.7967643,37.4672613,다사378411,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000002,장소,공원,10123365,장미공원,,,50705,지역근린공원,4812313100100310000,경상남도,창원시성산구,가음동,,31,4812313100,4812355000,481232019002.0,창원대로,927,128.6917819,35.2065978,마라084907,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000003,장소,공원,10205950,수주공원,,,50705,지역근린공원,4119610500101900011,경기도,부천시오정구,고강동,,190-11,4119610500,4119655000,411963186001.0,고강로,71,126.8125984,37.5300248,다사392480,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000004,장소,공원,10208701,고향골공원,,,50705,지역근린공원,2824510200109820000,인천광역시,계양구,계산동,,982,2824510200,2824561100,,,,126.7194412,37.5405793,다사310493,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000005,장소,공원,10209251,활주로어린이공원,,,50705,지역근린공원,1150010800113410000,서울특별시,강서구,공항동,,1341,1150010800,1150062000,,,,126.8160016,37.5543569,다사395507,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000006,장소,공원,10209264,다솔공원,,,50705,지역근린공원,1150010800113610000,서울특별시,강서구,공항동,,1361,1150010800,1150062000,,,,126.8183687,37.5545648,다사397507,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000007,장소,공원,10209346,연풍레포츠공원,,,50705,지역근린공원,4376033025101990000,충청북도,괴산군,연풍면,원풍리,199,4376033025,4376033000,437603000165.0,새재로,1948,128.0269183,36.8145,라바469686,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000008,장소,공원,10209387,내촌어린이공원,,,50705,지역근린공원,1150011000105510026,서울특별시,강서구,개화동,,551-26,1150011000,1150064000,,,,126.8013936,37.577625,다사383533,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000009,장소,공원,10209821,유수지체육공원,,,50705,지역근린공원,2823710500104500001,인천광역시,부평구,삼산동,,450-1,2823710500,2823764800,282373154056.0,체육관로,163,126.7422775,37.5142193,다사330463,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000010,장소,공원,10209824,박물관공원,,,50705,지역근린공원,2823710500104510001,인천광역시,부평구,삼산동,,451-1,2823710500,2823764800,282373154006.0,굴포로,151,126.7378639,37.5122071,다사326461,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000011,장소,공원,10209826,시냇물공원,,,50705,지역근린공원,2823710500104430001,인천광역시,부평구,삼산동,,443-1,2823710500,2823764800,282373154057.0,충선로,262-1,126.7364086,37.5130463,다사325462,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000012,장소,공원,10209828,여울공원,,,50705,지역근린공원,2823710500104450007,인천광역시,부평구,삼산동,,445-7,2823710500,2823764800,,,,126.7383808,37.5136033,다사326463,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000013,장소,공원,10210865,마전고분군공원,,,50705,지역근린공원,5211114200115870000,전북특별자치도,전주시완산구,효자동3가,,1587,5211114200,5211173000,521113266086.0,황강서원로,73,127.1053186,35.8304117,다마643593,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000014,장소,공원,10213381,일자산해맞이광장,,,50705,지역근린공원,1174010600201190000,서울특별시,강동구,둔촌동,,산119,1174010600,1174070000,,,,127.1520116,37.534421,다사692484,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000015,장소,공원,10213458,다도해해상국립공원,나로도지구,,50701,국립공원,4677036024112390000,전라남도,고흥군,봉래면,신금리,1239,4677036024,4677036000,,,,127.454138,34.4644137,다라957078,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000016,장소,공원,10254640,물사랑정원,,,50705,지역근린공원,2820010400106660000,인천광역시,남동구,장수동,,666,2820010400,2820065000,282003153084.0,백범로,26,126.7423946,37.4533611,다사329396,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000017,장소,공원,10255111,엄사근린공원,,,50705,지역근린공원,4425031521100180004,충청남도,계룡시,엄사면,엄사리,18-4,4425031521,4425031500,442503256013.0,번영로,11,127.2444422,36.2868512,다바770099,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000018,장소,공원,10257348,어린이공원,,,50705,지역근린공원,2824511000105820001,인천광역시,계양구,동양동,,582-1,2824511000,2824573000,,,,126.7582983,37.5587045,다사344512,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000019,장소,공원,10257635,농성광장,,,50705,지역근린공원,2914010600106710002,광주광역시,서구,농성동,,671-2,2914010600,2914066000,,,,126.8854317,35.1530035,다라440843,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000020,장소,공원,10257842,도드리놀이공원,,,50705,지역근린공원,2823710500103910004,인천광역시,부평구,삼산동,,391-4,2823710500,2823764600,,,,126.7460459,37.5207486,다사333470,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000021,장소,공원,10258323,정발산공원,,,50703,대형시민/도심공원,4128510500108190000,경기도,고양시일산동구,마두동,,819,4128510500,4128556000,,,,126.7784115,37.6631876,다사363628,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000022,장소,공원,10258889,알천체육공원,,,50703,대형시민/도심공원,4713012200108830001,경상북도,경주시,구황동,,883-1,4713012200,4713060500,,,,129.2444855,35.8404265,마마575618,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000023,장소,공원,10259873,황송공원,,,50705,지역근린공원,4113310300124490001,경기도,성남시중원구,금광동,,2449-1,4113310300,4113353000,411334337069.0,금빛로2번길,35,127.1735731,37.4457307,다사711385,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000024,장소,공원,10260185,금호어린이공원,,,50705,지역근린공원,2914013000108110000,광주광역시,서구,금호동,,811,2914013000,2914082400,,,,126.8573492,35.1294918,다라414817,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000025,장소,공원,10265703,평화누리공원,,,50705,지역근린공원,4148025027113250000,경기도,파주시,문산읍,마정리,1325,4148025027,4148025000,414803206068.0,임진각로,148-49,126.7422283,37.8924217,다사333883,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000026,장소,공원,10266922,부주산체육공원,,,50705,지역근린공원,4611016400106360001,전라남도,목포시,옥암동,,636-1,4611016400,4611079000,461103281025.0,부주로,160,126.4418917,34.8178091,다라032475,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000027,장소,공원,1028847,길치문화공원,,,50705,지역근린공원,3023011000200280006,대전광역시,대덕구,비래동,,산28-6,3023011000,3023053300,,,,127.4596606,36.3570967,다바963177,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000028,장소,공원,1029083,둔치체육공원,,,50705,지역근린공원,3114010400114680000,울산광역시,남구,신정동,,1468,3114010400,3114051000,,,,129.306315,35.5504439,마마637297,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000029,장소,공원,10302875,평림생활체육공원,,,50703,대형시민/도심공원,4822011200104630002,경상남도,통영시,평림동,,463-2,4822011200,4822053000,482203333043.0,평인일주로,877,128.3966803,34.8577526,라라819518,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000030,장소,공원,10307174,오식공원,,,50705,지역근린공원,5213014700105030000,전북특별자치도,군산시,오식도동,,503,5213014700,5213071000,,,,126.5590737,35.9669738,다마151748,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000031,장소,공원,10307868,주현공원,,,50705,지역근린공원,4311311500121500000,충청북도,청주시흥덕구,봉명동,,2150,4311311500,4311375600,431134512157.0,봉정로49번길,14-2,127.4553591,36.6479369,다바960500,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000032,장소,공원,10308199,울산체육공원,,,50705,지역근린공원,3114010200200080001,울산광역시,남구,옥동,,산8-1,3114010200,3114060000,,,,129.2611484,35.5368526,마마596281,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000033,장소,공원,10308840,아랑어린이공원,,,50705,지역근린공원,1171010400100440000,서울특별시,송파구,송파동,,44,1171010400,1171058000,,,,127.1093759,37.5081667,다사654455,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000034,장소,공원,10308895,휴게공원,,,50705,지역근린공원,4128710400123250003,경기도,고양시일산서구,대화동,,2325-3,4128710400,4128757000,,,,126.74044,37.6786415,다사330646,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000035,장소,공원,10310343,봉선어린이공원,,,50705,지역근린공원,2915511500110640003,광주광역시,남구,봉선동,,1064-3,2915511500,2915553800,,,,126.915762,35.1219055,다라467809,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000036,장소,공원,10310360,소계체육공원,,,50705,지역근린공원,4812110700107910001,경상남도,창원시의창구,소계동,,791-1,4812110700,4812151000,,,,128.5944755,35.2604655,라라995966,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000037,장소,공원,10313936,동림유적근린공원,,,50705,지역근린공원,2914013300106600000,광주광역시,서구,동천동,,660,2914013300,2914084000,291403160063.0,천변우하로,469,126.8706957,35.1686288,다라426861,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000038,장소,공원,10314223,여의도한강공원,,,50703,대형시민/도심공원,1156011000100840004,서울특별시,영등포구,여의도동,,84-4,1156011000,1156054000,115603118020.0,여의동로,350,126.9323731,37.5287283,다사498478,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000039,장소,공원,10318261,오목수변공원,,,50705,지역근린공원,1147010200104040001,서울특별시,양천구,목동,,404-1,1147010200,1147051000,114703114014.0,오목로,359,126.8774715,37.5246281,다사449474,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000040,장소,공원,1046895,증산공원,,,50705,지역근린공원,2617010400200810028,부산광역시,동구,범일동,,산81-28,2617010400,2617065000,261704181260.0,성북로36번길,46,129.050931,35.1375032,마라412835,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000041,장소,공원,1046926,이기대자연공원,,,50705,지역근린공원,2629010700200280001,부산광역시,남구,용호동,,산28-1,2629010700,2629059000,262903131031.0,이기대공원로,105-19,129.1228726,35.1226898,마라478820,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000042,장소,공원,1046951,민락공원,,,50705,지역근린공원,2650010300101090000,부산광역시,수영구,민락동,,109,2650010300,2650080000,,,,129.1309795,35.1575696,마라485859,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000043,장소,공원,10589542,시민광장,,,50705,지역근린공원,3017011200114200000,대전광역시,서구,둔산동,,1420,3017011200,3017063000,301703166019.0,둔산로,100,127.38485,36.3498229,다바896169,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000044,장소,공원,10589787,용산생활체육공원,,,50705,지역근린공원,2911012600101510000,광주광역시,동구,용산동,,151,2911012600,2911074000,291103009009.0,화산로,318-26,126.9332924,35.1168279,다라483803,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000045,장소,공원,10589841,녹음광장,,,50705,지역근린공원,2647010200110000000,부산광역시,연제구,연산동,,1000,2647010200,2647069000,264702000010.0,중앙대로,1001,129.0738221,35.1808229,마라433884,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000046,장소,공원,10589957,공단공원,,,50705,지역근린공원,4375037027106650003,충청북도,진천군,광혜원면,광혜원리,665-3,4375037027,4375037000,,,,127.4376021,36.9848439,다바944873,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000047,장소,공원,10589961,공지천조각공원,,,50705,지역근린공원,5111011700103610001,강원특별자치도,춘천시,근화동,,361-1,5111011700,5111057000,511103218030.0,옛경춘로,880,127.7134041,37.8727573,라사187859,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000048,장소,공원,10590408,생태휴양공원,,,50705,지역근린공원,2920011800112620000,광주광역시,광산구,신창동,,1262,2920011800,2920070000,292004289381.0,신창로105번길,23-17,126.8353985,35.1940391,다라394889,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000049,장소,공원,10592261,강나루체육공원,,,50705,지역근린공원,4785037028106210001,경상북도,칠곡군,기산면,죽전리,621-1,4785037028,4785037000,,,,128.3877892,35.9822395,라마800765,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000050,장소,공원,10600378,강천체육공원,,,50705,지역근린공원,4167037021101710000,경기도,여주시,강천면,간매리,171,4167037021,4167037000,416704442060.0,귀안골길,23,127.7050443,37.2750534,라사181195,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000051,장소,공원,10600468,동면체육공원,,,50705,지역근린공원,4413137025105510002,충청남도,천안시동남구,동면,동산리,551-2,4413137025,4413137000,441314547175.0,동산1길,63,127.3491177,36.7784017,다바865644,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000052,장소,공원,10600868,세종생활체육공원,,,50705,지역근린공원,4167034523109330001,경기도,여주시,세종대왕면,왕대리,933-1,4167034523,4167034500,416703214045.0,영릉로,304,127.615521,37.3071877,라사102231,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000053,장소,공원,10605610,에너지환경공원,,,50705,지역근린공원,4812914300105840001,경상남도,창원시진해구,덕산동,,584-1,4812914300,4812961000,481293331065.0,천자로,103,128.6903903,35.1428538,마라084837,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000054,장소,공원,10605634,진해만생태숲,,,50705,지역근린공원,4812914500200010300,경상남도,창원시진해구,장천동,,산1-300,4812914500,4812962000,481294793465.0,진해대로1099번길,149,128.7198588,35.1310698,마라111824,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000055,장소,공원,10605704,삼천포대교공원,,,50705,지역근린공원,4824011700106810002,경상남도,사천시,대방동,,681-2,4824011700,4824051000,482404802119.0,노을길,7-59,128.0517392,34.932161,라라503598,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000056,장소,공원,10605810,산본IC체육공원,,,50705,지역근린공원,4141010400110570000,경기도,군포시,산본동,,1057,4141010400,4141055000,414103200016.0,산본로,486,126.9296751,37.3762481,다사495309,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000057,장소,공원,10606254,무궁화동산,,,50705,지역근린공원,5183033021100040010,강원특별자치도,양양군,현북면,잔교리,4-10,5183033021,5183033000,,,,128.7412073,37.9944594,마아089001,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000058,장소,공원,10606508,문학대공원,,,50703,대형시민/도심공원,5211114200115230002,전북특별자치도,전주시완산구,효자동3가,,1523-2,5211114200,5211173000,521113266056.0,유연로,217-24,127.1090456,35.8289087,다마646592,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000059,장소,공원,10606546,백마체육공원,,,50705,지역근린공원,2823710300101790140,인천광역시,부평구,산곡동,,179-140,2823710300,2823757000,282374262592.0,원적로269번길,74,126.6935825,37.5076319,다사287456,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000060,장소,공원,10607729,성환산공원,,,50705,지역근린공원,4723032027107320002,경상북도,영천시,신녕면,화성리,732-2,4723032027,4723032000,472304730516.0,완화길,201-16,128.7883133,36.0471899,마마160841,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000061,장소,공원,10614999,역사테마공원,,,50705,지역근린공원,4375025028107050000,충청북도,진천군,진천읍,장관리,705,4375025028,4375025000,437503245005.0,백곡로,1504-12,127.4136587,36.8700344,다바923746,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000062,장소,공원,10615002,초전공원,,,50705,지역근린공원,4824032023106520000,경상남도,사천시,사남면,방지리,652,4824032023,4824032000,482403334037.0,외국기업로,107,128.0629167,35.0606426,라라513740,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000063,장소,공원,10615082,봉담호수공원,,,50705,지역근린공원,4159025321100220013,경기도,화성시,봉담읍,상리,22-13,4159025321,4159025300,415904430668.0,샘마을1길,13-6,126.9509069,37.2189535,다사512134,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000064,장소,공원,10615374,와룡공원,,,50705,지역근린공원,1111017300100530052,서울특별시,종로구,명륜3가,,53-52,1111017300,1111065000,111104100213.0,와룡공원길,192,126.9902617,37.5912524,다사549547,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000065,장소,공원,10616910,천안삼거리공원,,,50705,지역근린공원,4413111000102990001,충청남도,천안시동남구,삼룡동,,299-1,4413111000,4413158000,,,,127.1683624,36.7831663,다바704650,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000066,장소,공원,10617016,밀양생태공원,,,50705,지역근린공원,4827035031117470000,경상남도,밀양시,단장면,고례리,1747,4827035031,4827035000,,,,128.9316147,35.4860463,마마298220,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000067,장소,공원,10619812,서천체육공원,,,50705,지역근린공원,4623025023108690001,전라남도,광양시,광양읍,칠성리,869-1,4623025023,4623025000,462303285025.0,서천변로,111,127.5748004,34.9729156,라라068642,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000068,장소,공원,10622475,남양체육공원,,,50705,지역근린공원,5123012000101420001,강원특별자치도,삼척시,남양동,,142-1,5123012000,5123051000,512303224040.0,중앙로,154,129.1681918,37.436969,마사475388,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000069,장소,공원,10622569,진해내수면환경생태공원,,,50705,지역근린공원,4812913700105770001,경상남도,창원시진해구,여좌동,,577-1,4812913700,4812954000,481294793216.0,여명로25번길,55,128.6591582,35.163443,마라055859,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000070,장소,공원,1065818,중앙공원,,,50705,지역근린공원,2820010200104910001,인천광역시,남동구,간석동,,491-1,2820010200,2820053000,282003151028.0,문화로,232,126.7015124,37.4584352,다사293402,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000071,장소,공원,1065902,성현드림숲공원,,,50705,지역근린공원,1162010100117120006,서울특별시,관악구,봉천동,,1712-6,1162010100,1162056500,116203120004.0,성현로,99,126.9521517,37.491462,다사515437,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000072,장소,공원,10680753,과기공원,,,50705,지역근린공원,2826010300106570002,인천광역시,서구,검암동,,657-2,2826010300,2826051500,,,,126.6749923,37.5580589,다사271512,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000073,장소,공원,10681228,쌈지공원,,,50705,지역근린공원,4122011200106460008,경기도,평택시,신장동,,646-8,4122011200,4122056000,,,,127.0575584,37.0866748,다바606987,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000074,장소,공원,10802707,연무체육공원,,,50705,지역근린공원,4423025331100750000,충청남도,논산시,연무읍,안심리,75,4423025331,4423025300,442304565610.0,연무로166번길,64,127.0947934,36.1257057,다마635921,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000075,장소,공원,10806925,한양공원,,,50705,지역근린공원,1171010400101520000,서울특별시,송파구,송파동,,152,1171010400,1171059000,,,,127.1154946,37.5040315,다사660450,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000076,장소,공원,11089300,마산조각공원,,,50705,지역근린공원,4812512500100680001,경상남도,창원시마산합포구,신포동1가,,68-1,4812512500,4812563000,481254787400.0,수산2길,35,128.5717725,35.1972113,라라975896,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000077,장소,공원,11090148,장미어린이공원,,,50706,어린이놀이터,2917011200110040007,광주광역시,북구,문흥동,,1004-7,2917011200,2917065700,291703162009.0,대천로,119-1,126.9193089,35.1856895,다라471879,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000078,장소,공원,11090160,바느실어린이공원,,,50706,어린이놀이터,2917011200109720002,광주광역시,북구,문흥동,,972-2,2917011200,2917065600,291703162009.0,대천로,186,126.9238904,35.1900287,다라475884,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000079,장소,공원,11090172,송정어린이공원,,,50706,어린이놀이터,2917011200109700001,광주광역시,북구,문흥동,,970-1,2917011200,2917065600,291704286117.0,대천로157번길,73,126.9215902,35.1907898,다라473885,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000080,장소,공원,11090177,늘푸른어린이공원,,,50706,어린이놀이터,2917011200109850002,광주광역시,북구,문흥동,,985-2,2917011200,2917065600,291704286286.0,부남길26번길,20,126.9272779,35.1879611,다라478882,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000081,장소,공원,11090581,서종문화체육공원,,,50703,대형시민/도심공원,4183035021109230000,경기도,양평군,서종면,문호리,923,4183035021,4183035000,,,,127.3485511,37.5926981,다사866548,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000082,장소,공원,11177455,능서레포츠공원,,,50705,지역근린공원,4167034533102540002,경기도,여주시,세종대왕면,신지리,254-2,4167034533,4167034500,416704442089.0,능서공원길,101,127.5832998,37.2959824,라사073218,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000083,장소,공원,11179779,왕십리역광장,,,50705,지역근린공원,1120010700101920003,서울특별시,성동구,행당동,,192-3,1120010700,1120056000,,,,127.0372386,37.5617797,다사591514,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000084,장소,공원,11180110,상리연꽃공원,,,50705,지역근린공원,4882034021101250003,경상남도,고성군,상리면,척번정리,125-3,4882034021,4882034000,,,,128.1863343,34.9942585,라라626668,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000085,장소,공원,11180128,화정2놀이터,,,50705,지역근린공원,2914011900109290002,광주광역시,서구,화정동,,929-2,2914011900,2914079000,291404280293.0,염화로31번길,10,126.8717022,35.1373118,다라427826,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000086,장소,공원,11181153,대치유수지체육공원,,,50705,지역근린공원,1168010600100780020,서울특별시,강남구,대치동,,78-20,1168010600,1168061000,,,,127.0683618,37.5031813,다사618449,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000087,장소,공원,11182743,오남체육공원,,,50705,지역근린공원,4136026223108550002,경기도,남양주시,오남읍,오남리,855-2,4136026223,4136026200,,,,127.1969463,37.6938415,다사732660,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000088,장소,공원,11183104,생활체육공원,,,50705,지역근린공원,4783025324103310000,경상북도,고령군,대가야읍,장기리,331,4783025324,4783025300,478303320015.0,회천로,90,128.2795665,35.7227081,라마705476,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000089,장소,공원,11183119,맨발공원,,,50706,어린이놀이터,4111710500109630001,경기도,수원시영통구,영통동,,963-1,4111710500,4111758500,,,,127.0655286,37.2563555,다사614175,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000090,장소,공원,11183664,만세공원,,,50705,지역근린공원,5173025021105450000,강원특별자치도,횡성군,횡성읍,읍상리,545,5173025021,5173025000,,,,127.9863269,37.488354,라사429433,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000091,장소,공원,11184253,동학농민공원,,,50705,지역근린공원,4372025036100460000,충청북도,보은군,보은읍,성족리,46,4372025036,4372025000,,,,127.7586367,36.5145554,라바231352,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
