id,lclas,mlsfc,id_poi,poi_nm,branch_nm,sub_nm,mcate_cd,mcate_nm,pnu,sido_nm,sgg_nm,bemd_nm,ri_nm,beonji,badm_cd,hadm_cd,rd_cd,rd_nm,bld_num,x,y,grid_cd,lst_updt_dt,data_orgn,FILE_NAME,base_ymd
KCDPCPO25N000000964,장소,공원,14225894,빛길어린이공원,,,50705,지역근린공원,4833010600101330000,경상남도,양산시,신기동,,133,4833010600,4833052000,,,,129.0477553,35.3540364,마마406075,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000965,장소,공원,14225897,못안어린이공원,,,50705,지역근린공원,4833010700104060000,경상남도,양산시,북정동,,406,4833010700,4833052000,483304814330.0,북정16길,9,129.0483983,35.3646833,마마406087,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000966,장소,공원,14225899,시무실공원,,,50705,지역근린공원,4719010900103320000,경상북도,구미시,형곡동,,332,4719010900,4719058300,,,,128.3374371,36.1055186,라마753901,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000967,장소,공원,14225905,반쟁이공원,,,50705,지역근린공원,4728011000109770000,경상북도,문경시,모전동,,977,4728011000,4728061000,472804736268.0,반쟁이길,5,128.19159,36.5911727,라바618439,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000968,장소,공원,14225911,사동8공원,,,50705,지역근린공원,4729012700105140001,경상북도,경산시,삼풍동,,514-1,4729012700,4729056000,,,,128.7564906,35.8210707,마마135590,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000969,장소,공원,14225912,동화공원,,,50705,지역근린공원,2723011400106590000,대구광역시,북구,동변동,,659,2723011400,2723069500,,,,128.6008823,35.9214723,라마993699,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000970,장소,공원,14225916,금강어린이공원,,,50705,지역근린공원,4119210800110290002,경기도,부천시원미구,중동,,1029-2,4119210800,4119266000,,,,126.7630981,37.5067136,다사348455,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000971,장소,공원,14225921,은행근린공원,,,50705,지역근린공원,4139010100105650000,경기도,시흥시,대야동,,565,4139010100,4139051000,413903199071.0,은행로,250,126.7955946,37.4441746,다사376385,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000972,장소,공원,14225927,양정어린이공원,,,50705,지역근린공원,4713012600107700003,경상북도,경주시,동천동,,770-3,4713012600,4713063000,,,,129.224695,35.8572611,마마557636,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000973,장소,공원,14225938,근린공원,,,50705,지역근린공원,4713012600109400000,경상북도,경주시,동천동,,940,4713012600,4713063000,,,,129.235521,35.8460266,마마567624,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000974,장소,공원,14225944,형산강체육공원,,,50705,지역근린공원,4713012400110700000,경상북도,경주시,황성동,,1070,4713012400,4713062100,,,,129.2205735,35.8778778,마마553659,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000975,장소,공원,14225970,물꽃공원,,,50705,지역근린공원,4719011500106990000,경상북도,구미시,사곡동,,699,4719011500,4719064500,,,,128.356726,36.0929985,라마771887,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000976,장소,공원,14225971,늘푸른공원,,,50705,지역근린공원,4719011500106920000,경상북도,구미시,사곡동,,692,4719011500,4719064500,,,,128.3543513,36.0934258,라마769888,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000977,장소,공원,14225972,어린이공원,,,50705,지역근린공원,4719011600100690001,경상북도,구미시,상모동,,69-1,4719011600,4719064500,,,,128.3568003,36.0871562,라마771881,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000978,장소,공원,14225973,양덕체육공원,,,50705,지역근린공원,4711312200118500000,경상북도,포항시북구,양덕동,,1850,4711312200,4711370000,471134712442.0,양덕로30번길,20,129.4038918,36.0807464,마마714887,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000979,장소,공원,14225975,대도공원,,,50705,지역근린공원,4711110200106380000,경상북도,포항시남구,대도동,,638,4711110200,4711152500,,,,129.3569885,36.0112694,마마673809,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000980,장소,공원,14225976,효자1어린이공원,,,50705,지역근린공원,4711111400105730000,경상북도,포항시남구,효자동,,573,4711111400,4711158000,,,,129.337335,36.0075866,마마655805,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000981,장소,공원,14225977,금평어린이공원,,,50706,어린이놀이터,5211310400115560001,전북특별자치도,전주시덕진구,인후동2가,,1556-1,5211310400,5211355000,521134601139.0,명주4길,9,127.1493942,35.8447393,다마683609,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000982,장소,공원,14225978,금강시민공원,,,50705,지역근린공원,4415010800100710000,충청남도,공주시,금성동,,71,4415010800,4415054000,441504553145.0,금강공원길,26,127.1222001,36.4669447,다바661299,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000983,장소,공원,14225980,금강시민공원,,,50705,지역근린공원,5213037021104870019,전북특별자치도,군산시,성산면,성덕리,487-19,5213037021,5213037000,521303016010.0,강변로,477,126.7571598,36.0113596,다마330796,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000984,장소,공원,14225981,금곡공원,,,50705,지역근린공원,4372037022200390003,충청북도,보은군,회남면,금곡리,산39-3,4372037022,4372037000,,,,127.5892447,36.4558354,라바079286,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000985,장소,공원,14225982,금성면생활체육공원,,,50705,지역근린공원,4885042022113370024,경상남도,하동군,금성면,궁항리,1337-24,4885042022,4885042000,488504832301.0,신도길,165-22,127.7917797,34.9610034,라라266629,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000986,장소,공원,14225983,금암어린이공원,,,50706,어린이놀이터,5211310700107560004,전북특별자치도,전주시덕진구,금암동,,756-4,5211310700,5211357500,521134601110.0,떡전4길,22-5,127.1294106,35.8367019,다마665600,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000987,장소,공원,14225984,금암체련어린이공원,,,50706,어린이놀이터,5211310700115750007,전북특별자치도,전주시덕진구,금암동,,1575-7,5211310700,5211357500,521134601119.0,매봉16길,2,127.1417284,35.8387064,다마676603,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000988,장소,공원,14225985,체육공원,,,50705,지역근린공원,4159037028107610001,경기도,화성시,장안면,금의리,761-1,4159037028,4159037000,,,,126.8390935,37.1136666,다사412018,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000989,장소,공원,14225987,금정공원,,,50705,지역근린공원,2723012600109740000,대구광역시,북구,태전동,,974,2723012600,2723072500,272304235355.0,칠곡중앙대로69길,12,128.546103,35.9269909,라마943705,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000990,장소,공원,14225990,긴고랑공원,,,50705,지역근린공원,1121510100100680019,서울특별시,광진구,중곡동,,68-19,1121510100,1121577000,112153104006.0,긴고랑로,143,127.0909231,37.5589752,다사638511,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000991,장소,공원,14225991,긴둥골어린이공원,,,50705,지역근린공원,4122025330108590000,경기도,평택시,안중읍,현화리,859,4122025330,4122025300,412204364450.0,안중로18번길,18,126.9266981,36.9829464,다바489873,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000992,장소,공원,14225993,희망어린이공원,,,50705,지역근린공원,1174010500103650006,서울특별시,강동구,길동,,365-6,1174010500,1174068500,,,,127.1422651,37.5390408,다사683489,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000993,장소,공원,14225994,길섶근린공원,,,50705,지역근린공원,1168010100107570001,서울특별시,강남구,역삼동,,757-1,1168010100,1168065000,,,,127.0488951,37.4976312,다사601443,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000994,장소,공원,14225995,길주공원,,,50705,지역근린공원,4119210800110510003,경기도,부천시원미구,중동,,1051-3,4119210800,4119265000,,,,126.7726006,37.5080029,다사357456,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000995,장소,공원,14225996,까치어린이공원,,,50706,어린이놀이터,1159010700110280001,서울특별시,동작구,사당동,,1028-1,1159010700,1159062000,115904157166.0,동작대로9길,35,126.9797911,37.4804791,다사540424,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000996,장소,공원,14225997,까치공원,,,50705,지역근린공원,2723012200111100001,대구광역시,북구,국우동,,1110-1,2723012200,2723080000,,,,128.5773936,35.9492685,라마971730,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000997,장소,공원,14225998,솔내음공원,,,50705,지역근린공원,4146311400104940000,경기도,용인시기흥구,청덕동,,494,4146311400,4146356000,,,,127.1521331,37.2971758,다사691220,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000998,장소,공원,14226000,꽃밭공원,,,50705,지역근린공원,2723011400106910000,대구광역시,북구,동변동,,691,2723011400,2723069500,,,,128.6052596,35.9202076,라마997698,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000000999,장소,공원,14226002,꽃별공원,,,50705,지역근린공원,4119410100104010004,경기도,부천시소사구,소사본동,,401-4,4119410100,4119454000,,,,126.8020476,37.4666223,다사382410,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001000,장소,공원,14226005,꿈나라어린이공원,,,50705,지역근린공원,1129012900101080002,서울특별시,성북구,보문동7가,,108-2,1129012900,1129061000,112904121427.0,안암로3길,33,127.0231092,37.5798712,다사578534,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001001,장소,공원,14226008,꿈나래근린공원,,,50705,지역근린공원,1174010200105360000,서울특별시,강동구,고덕동,,536,1174010200,1174055000,117404172197.0,아리수로64길,29,127.1539004,37.5608933,다사694513,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001002,장소,공원,14226010,꿈동산공원,,,50705,지역근린공원,2647010200114780001,부산광역시,연제구,연산동,,1478-1,2647010200,2647069000,264704211029.0,거제천로124번길,15,129.0762731,35.1846777,마라435888,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001003,장소,공원,14226012,꿈나무공원,,,50705,지역근린공원,4150010300100150000,경기도,이천시,중리동,,15,4150010300,4150052000,415004421431.0,설봉로30번길,22,127.438586,37.278711,다사945199,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001004,장소,공원,14226013,꿈나무공원,,,50705,지역근린공원,1150010900108390000,서울특별시,강서구,방화동,,839,1150010900,1150064100,115004145342.0,방화대로48길,40,126.8189451,37.5752597,다사398530,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001005,장소,공원,14226015,꿈돌이어린이공원,,,50706,어린이놀이터,1159010700103000026,서울특별시,동작구,사당동,,300-26,1159010700,1159065000,,,,126.9699777,37.4803228,다사531424,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001006,장소,공원,14226017,꿈동산어린이공원,,,50705,지역근린공원,4127110300115750000,경기도,안산시상록구,사동,,1575,4127110300,4127153700,,,,126.8393907,37.3026956,다사414228,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001007,장소,공원,14226018,꿈동산놀이공원,,,50705,지역근린공원,2823710500103870001,인천광역시,부평구,삼산동,,387-1,2823710500,2823764600,,,,126.7406698,37.5229112,다사329473,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001008,장소,공원,14226020,꿈마을어린이공원,,,50706,어린이놀이터,5211310300108900002,전북특별자치도,전주시덕진구,인후동1가,,890-2,5211310300,5211356000,,,,127.1667357,35.8303328,다마698593,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001009,장소,공원,14226025,어린이공원,,,50705,지역근린공원,2671025625111980000,부산광역시,기장군,정관읍,달산리,1198,2671025625,2671025600,,,,129.1846899,35.3208257,마마531041,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001010,장소,공원,14226027,나무누리근린공원,,,50705,지역근린공원,2671025628113550000,부산광역시,기장군,정관읍,용수리,1355,2671025628,2671025600,,,,129.1655649,35.3275647,마마513048,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001011,장소,공원,14226029,낙민공원,,,50705,지역근린공원,2626010400100920008,부산광역시,동래구,낙민동,,92-8,2626010400,2626051000,,,,129.0969643,35.1956524,마라453900,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001012,장소,공원,14226030,낙민공원,,,50705,지역근린공원,4128510400108730000,경기도,고양시일산동구,장항동,,873,4128510400,4128559000,412853192096.0,호수로,530-2,126.7746747,37.6508546,다사360615,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001013,장소,공원,14226034,낙생도시자연공원,,,50705,지역근린공원,4146510400101000001,경기도,용인시수지구,고기동,,100-1,4146510400,4146556000,,,,127.069798,37.3577191,다사619288,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001014,장소,공원,14226035,공원,,,50705,지역근린공원,1162010100102280000,서울특별시,관악구,봉천동,,228,1162010100,1162058500,116202120001.0,낙성대로,77,126.9599868,37.4711352,다사522414,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001015,장소,공원,14226037,난곡공원,,,50705,지역근린공원,3111011100108340001,울산광역시,중구,태화동,,834-1,3111011100,3111061000,,,,129.2863888,35.5540757,마마619301,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001016,장소,공원,14226038,난곡어린이공원,,,50706,어린이놀이터,1162010200115630056,서울특별시,관악구,신림동,,1563-56,1162010200,1162076500,,,,126.9152878,37.474094,다사482418,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001017,장소,공원,14226040,남동문화공원,,,50705,지역근린공원,2820010100106200013,인천광역시,남동구,구월동,,620-13,2820010100,2820052200,282003153004.0,경신상로,28,126.7263613,37.4473322,다사315389,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001018,장소,공원,14226042,남부공원,,,50705,지역근린공원,4833010200108880000,경상남도,양산시,남부동,,888,4833010200,4833051500,483303338003.0,강변로,355,129.0230661,35.3329222,마마384052,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001019,장소,공원,14226043,남산어린이공원,,,50705,지역근린공원,3020011200106280001,대전광역시,유성구,구암동,,628-1,3020011200,3020053000,302004301337.0,유성대로626번길,20,127.3282852,36.3494726,다바845169,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001020,장소,공원,14226044,남서울공원,,,50705,지역근린공원,1154510300110260002,서울특별시,금천구,시흥동,,1026-2,1154510300,1154567000,,,,126.9020865,37.4483295,다사471389,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001021,장소,공원,14226047,남통공원,,,50705,지역근린공원,4719010800100060003,경상북도,구미시,남통동,,6-3,4719010800,4719056500,,,,128.3233974,36.1297976,라마740928,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001022,장소,공원,14226050,내삼공원,,,50705,지역근린공원,2717010100104580004,대구광역시,서구,내당동,,458-4,2717010100,2717054000,,,,128.5488578,35.8560885,라마947626,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001023,장소,공원,14226051,내원골공원,,,50705,지역근린공원,4825012800100810001,경상남도,김해시,삼문동,,81-1,4825012800,4825062000,,,,128.795813,35.1972181,마라179898,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001024,장소,공원,14226053,내촌어린이공원,,,50706,어린이놀이터,4119610800102940000,경기도,부천시오정구,내동,,294,4119610800,4119657000,411963184003.0,부천로,430,126.7853764,37.5223174,다사368472,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001025,장소,공원,14226055,너른배미공원,,,50705,지역근린공원,2920011400109740000,광주광역시,광산구,수완동,,974,2920011400,2920063700,,,,126.8272922,35.1931027,다라387888,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001026,장소,공원,14226058,노량공원,,,50705,지역근린공원,4884038027102030002,경상남도,남해군,설천면,덕신리,203-2,4884038028,4884038000,488403343009.0,노량로,268,127.8752206,34.9348468,라라342600,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001027,장소,공원,14226060,누원어린이공원,,,50705,지역근린공원,1132010800106530000,서울특별시,도봉구,도봉동,,653,1132010800,1132052200,,,,127.0501084,37.680565,다사603646,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001028,장소,공원,14226062,노송공원,,,50705,지역근린공원,5211112000102530075,전북특별자치도,전주시완산구,중노송동,,253-75,5211112000,5211160500,521114598123.0,문화3길,14-3,127.1574792,35.8243915,다마690587,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001029,장소,공원,14226063,노을공원,,,50705,지역근린공원,4157025324111060000,경기도,김포시,고촌읍,신곡리,1106,4157025324,4157025300,415704427362.0,신곡로3번길,34-15,126.772921,37.6045687,다사358563,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001030,장소,공원,14226065,노일공원,,,50705,지역근린공원,5177025921107480002,강원특별자치도,정선군,신동읍,예미리,748-2,5177025921,5177025900,,,,128.6445159,37.2113172,마사015131,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001031,장소,공원,14226069,은평문화예술공원,,,50705,지역근린공원,1138010200100850004,서울특별시,은평구,녹번동,,85-4,1138010200,1138051000,113804133205.0,은평로21길,54,126.928535,37.6039394,다사495562,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001032,장소,공원,14226070,논골어린이공원,,,50705,지역근린공원,1130510200104170015,서울특별시,강북구,번동,,417-15,1130510200,1130559500,113054124047.0,덕릉로41길,92,127.0280351,37.6383889,다사583599,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001033,장소,공원,14226071,논현어린이공원,,,50706,어린이놀이터,2820011000106340004,인천광역시,남동구,논현동,,634-4,2820011000,2820070000,,,,126.7201653,37.4023776,다사309339,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001034,장소,공원,14226073,어린이공원,,,50706,어린이놀이터,4413111300102550000,충청남도,천안시동남구,봉명동,,255,4413111300,4413155000,,,,127.1321827,36.816294,다바671687,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001035,장소,공원,14226077,누리에공원,,,50705,지역근린공원,3114010100102810001,울산광역시,남구,무거동,,281-1,3114010100,3114058500,,,,129.2620452,35.552018,마마597298,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001036,장소,공원,14226078,느티공원,,,50705,지역근린공원,3114010500113920003,울산광역시,남구,달동,,1392-3,3114010500,3114056000,,,,129.3199332,35.532938,마마649278,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001037,장소,공원,14226079,느티나무어린이공원,,,50706,어린이놀이터,5211310200111640002,전북특별자치도,전주시덕진구,진북동,,1164-2,5211310200,5211352500,521134601263.0,숲정이1길,40,127.1291855,35.833076,다마665596,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001038,장소,공원,14226080,느티울공원,,,50705,지역근린공원,4141010500107140000,경기도,군포시,금정동,,714,4141010500,4141057000,,,,126.9376133,37.3613763,다사501292,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001039,장소,공원,14226082,늘봄공원,,,50705,지역근린공원,3114010100115480004,울산광역시,남구,무거동,,1548-4,3114010100,3114059500,,,,129.2560255,35.5522145,마마591298,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001040,장소,공원,14226083,늘푸른공원,,,50705,지역근린공원,1126010100101620022,서울특별시,중랑구,면목동,,162-22,1126010100,1126055000,,,,127.0800306,37.5830043,다사629538,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001041,장소,공원,14226084,어린이공원58호,,,50706,어린이놀이터,4117110100105280000,경기도,안양시만안구,안양동,,528,4117110100,4117156000,411714346169.0,수리산로48번길,43,126.9329083,37.3875454,다사497322,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001042,장소,공원,14226085,능골공원,,,50705,지역근린공원,4113510300101030000,경기도,성남시분당구,정자동,,103,4113510300,4113556000,,,,127.1167281,37.3703445,다사660302,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001043,장소,공원,14226086,능내공원,,,50705,지역근린공원,2826011300106570011,인천광역시,서구,마전동,,657-11,2826011300,2826068000,282604268135.0,검단로540번길,41,126.666885,37.6013561,다사264560,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001044,장소,공원,14226087,개나리공원,,,50705,지역근린공원,4159012700100290000,경기도,화성시,반송동,,29,4159012700,4159058500,,,,127.0655296,37.2095393,다사614123,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001045,장소,공원,14226088,어린이공원,,,50706,어린이놀이터,4413111400103910001,충청남도,천안시동남구,다가동,,391-1,4413111400,4413156000,,,,127.1412652,36.7999135,다바679669,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001046,장소,공원,14226089,다람쥐공원,,,50705,지역근린공원,2723012300106790000,대구광역시,북구,구암동,,679,2723012300,2723074500,272304235434.0,태암로18길,20-13,128.555327,35.9261821,라마952704,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001047,장소,공원,14226090,다복한공원,,,50705,지역근린공원,4119210900105580001,경기도,부천시원미구,상동,,558-1,4119210900,4119269000,,,,126.7541468,37.5009611,다사340448,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001048,장소,공원,14226092,태화마을녹색나눔숲,,,50705,지역근린공원,3111011100109300000,울산광역시,중구,태화동,,930,3111011100,3111061000,,,,129.2788224,35.5559546,마마612303,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001049,장소,공원,14226093,다산어린이공원,,,50705,지역근린공원,4119410500103710001,경기도,부천시소사구,송내동,,371-1,4119410500,4119460000,411944355003.0,경인로101번길,45,126.7653065,37.4859596,다사350432,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001050,장소,공원,14226094,어린이공원,,,50706,어린이놀이터,4719012000104640002,경상북도,구미시,구평동,,464-2,4719012000,4719067000,,,,128.4411114,36.0912351,라마847886,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001051,장소,공원,14226095,꿈동산어린이공원,,,50705,지역근린공원,4139013200115690010,경기도,시흥시,정왕동,,1569-10,4139013200,4139059100,,,,126.7478591,37.3425071,다사333273,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001052,장소,공원,14226098,다정한어린이공원,,,50706,어린이놀이터,4119210900105000007,경기도,부천시원미구,상동,,500-7,4119210900,4119270000,,,,126.7591557,37.5119627,다사345461,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001053,장소,공원,14226099,체육공원,,,50705,지역근린공원,5113010700114620004,강원특별자치도,원주시,단구동,,1462-4,5113010700,5113055000,,,,127.9523996,37.3303086,라사400257,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001054,장소,공원,14226100,단비공원,,,50705,지역근린공원,4825012800100600002,경상남도,김해시,삼문동,,60-2,4825012800,4825062000,482503335014.0,능동로,96,128.8037553,35.1986504,마라186900,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001055,장소,공원,14226101,체육공원,,,50705,지역근린공원,4380036025101620002,충청북도,단양군,단성면,하방리,162-2,4380036025,4380036000,438003248051.0,충혼로,55,128.3199275,36.9384673,라바730825,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
KCDPCPO25N000001056,장소,공원,14226102,단원조각공원,,,50705,지역근린공원,4127110700107410000,경기도,안산시상록구,부곡동,,741,4127110700,4127157000,412713190044.0,성호로,189,126.8564428,37.3195145,다사429246,20251027,맵퍼스,KC_498_DMSTC_MCST_PBL_CT_PARK_2025,20250822
