epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,1960.39,0.90755,9.94887,0.68798,0.76257,1.36897,0.92249,0.9504,0.96749,0.71486,0.00297,0.00235,0.00025,3e-05,0.82673,8.22253,0.62915,0.58263,1.40217,0.00997642,0.00332547,0.00997642,0.00332547,0.00997642,0.00332547,0.00997642,0.00332547
